sr,temp,humidity,cases,status,date
808,36,55,178,very low,2003-03-05
809,38,53,402,medium,2003-04-03
810,35,75,149,very low,2002-07-16
811,35,63,502,high,2002-01-25
812,33,71,189,very low,2002-08-29
813,22,53,0,low,2003-06-24
814,36,68,216,low,2003-01-14
815,40,66,506,high,2003-08-26
816,27,47,314,low,2002-09-11
817,40,40,341,low,2003-11-03
818,28,55,412,high,2002-03-14
819,24,48,127,low,2002-10-17
820,26,47,395,low,2002-12-22
821,27,68,443,high,2003-10-20
822,39,59,0,very low,2002-10-23
823,21,62,542,very high,2003-06-05
824,32,35,173,very low,2003-03-30
825,36,72,268,low,2002-03-02
826,24,49,272,low,2003-03-01
827,21,39,584,very high,2002-01-06
828,26,58,397,low,2002-08-04
829,40,73,519,high,2002-05-05
830,22,40,0,low,2002-06-17
831,29,68,386,very high,2003-05-27
832,29,39,405,medium,2003-07-03
833,35,42,152,very low,2003-06-18
834,27,45,76,low,2002-03-17
835,23,67,0,low,2003-11-14
836,24,65,511,very high,2002-04-06
837,23,62,75,low,2003-08-22
838,38,55,586,high,2003-06-30
839,26,68,294,low,2002-08-23
840,27,41,240,low,2002-01-02
841,32,46,204,low,2003-02-08
842,20,53,357,low,2003-06-23
843,36,44,391,low,2002-12-05
844,29,53,0,low,2003-08-07
845,30,75,72,low,2003-11-08
846,27,75,288,low,2003-05-26
847,25,46,68,low,2003-04-28
848,31,69,196,low,2003-09-08
849,25,42,266,low,2002-12-30
850,20,60,178,low,2002-02-06
851,30,38,547,high,2003-07-17
852,40,47,592,high,2002-10-12
853,40,68,0,very low,2003-05-27
854,40,46,295,low,2002-03-01
855,20,40,397,low,2002-06-15
856,33,35,44,very low,2002-09-18
857,32,71,519,high,2003-02-11
858,31,41,483,medium,2002-01-29
859,21,59,478,high,2003-03-12
860,38,49,424,medium,2002-11-24
861,28,53,262,low,2002-08-22
862,30,56,64,low,2002-12-12
863,21,64,70,low,2002-07-12
864,27,60,139,low,2003-08-02
865,30,43,70,low,2002-08-05
866,39,39,251,low,2002-12-21
867,32,41,96,very low,2002-11-20
868,30,64,10,low,2003-07-05
869,33,65,0,very low,2002-10-24
870,30,50,490,medium,2003-04-08
871,23,72,569,very high,2002-10-30
872,34,47,287,low,2003-04-19
873,29,54,403,medium,2003-11-07
874,25,70,394,low,2002-11-05
875,20,54,119,low,2002-05-19
876,37,57,193,very low,2002-11-21
877,40,64,215,low,2003-06-23
878,29,43,443,medium,2002-09-30
879,37,49,70,very low,2002-10-15
880,22,35,293,low,2002-06-08
881,37,58,371,low,2003-08-18
882,37,73,293,low,2003-03-17
883,24,42,599,very high,2003-10-10
884,22,46,132,low,2003-06-03
885,25,61,355,low,2003-08-23
886,36,51,535,high,2002-03-14
887,36,71,470,medium,2003-06-02
888,40,67,121,very low,2002-06-11
889,24,49,10,low,2002-03-11
890,22,52,206,low,2003-11-28
891,32,49,44,very low,2003-01-21
892,39,57,336,low,2002-04-28
893,35,54,146,very low,2003-07-27
894,21,74,0,low,2003-05-30
895,37,49,89,very low,2002-06-20
896,38,59,578,high,2002-09-28
897,27,52,73,low,2002-03-17
898,27,39,260,low,2002-07-22
899,40,41,0,very low,2002-09-25
900,34,61,292,low,2003-03-03
901,25,62,456,high,2002-04-08
902,35,56,591,high,2002-11-28
903,24,54,274,low,2003-11-03
904,38,62,516,high,2003-08-21
905,26,65,129,low,2002-11-12
906,25,70,278,low,2003-06-26
907,32,59,2,very low,2002-06-15
908,23,42,306,low,2002-11-01
909,38,63,584,high,2002-11-09
910,21,73,345,low,2003-07-28
911,32,54,375,low,2002-07-31
912,29,68,548,high,2003-09-19
913,28,63,205,low,2003-09-15
914,38,68,341,low,2002-11-28
915,32,71,599,high,2002-12-04
916,29,49,123,low,2003-07-22
917,40,49,514,high,2002-03-06
918,24,43,426,high,2002-07-07
919,27,71,76,low,2003-04-02
920,21,66,0,low,2002-07-26
921,40,41,84,very low,2003-11-30
922,30,46,16,low,2003-08-12
923,40,47,105,very low,2003-08-10
924,23,61,244,low,2002-03-11
925,21,75,422,high,2003-04-23
926,25,69,152,low,2003-11-18
927,20,58,0,low,2002-10-04
928,40,40,95,very low,2002-10-08
929,22,75,360,low,2002-01-12
930,20,47,402,high,2003-08-13
931,30,49,75,low,2003-05-31
932,26,62,0,low,2003-08-01
933,39,45,369,low,2003-05-09
934,23,50,15,low,2003-08-10
935,23,41,540,very high,2002-09-01
936,27,72,333,low,2002-11-20
937,20,61,553,very high,2002-04-10
938,26,50,473,high,2003-06-28
939,25,71,81,low,2003-06-26
940,36,38,571,high,2002-01-07
941,38,73,377,low,2003-03-03
942,31,58,586,high,2002-02-04
943,39,57,333,low,2003-07-26
944,36,68,102,very low,2002-12-25
945,25,45,334,low,2002-09-19
946,24,55,279,low,2002-12-05
947,37,42,551,high,2003-11-22
948,26,47,479,high,2003-05-24
949,31,59,199,low,2002-07-19
950,35,71,506,high,2003-03-13
951,32,36,60,very low,2003-04-06
952,38,64,163,very low,2002-03-03
953,25,68,161,low,2002-11-27
954,37,66,511,high,2003-02-20
955,38,39,266,low,2003-06-08
956,32,35,178,very low,2002-03-05
957,26,35,107,low,2002-12-02
958,28,69,516,high,2003-11-30
959,25,54,209,low,2003-07-13
960,32,74,589,high,2002-06-25
961,24,53,292,low,2002-08-02
962,28,65,509,high,2002-11-16
963,21,68,56,low,2002-03-14
964,37,38,231,low,2003-11-27
965,31,68,108,low,2003-11-26
966,40,67,557,high,2003-08-05
967,39,35,226,low,2002-06-18
968,21,46,219,low,2003-12-06
969,35,71,0,very low,2003-11-29
970,38,43,366,low,2003-03-17
971,34,41,440,medium,2003-03-30
972,40,62,418,medium,2002-04-21
973,20,40,235,low,2003-01-03
974,36,68,523,high,2003-06-09
975,22,70,155,low,2003-04-02
976,29,56,260,low,2002-08-18
977,23,41,594,very high,2003-08-30
978,33,38,0,very low,2003-05-18
979,26,59,428,high,2003-08-28
980,28,43,160,low,2003-11-21
981,22,74,266,low,2003-09-01
982,26,47,123,low,2002-08-20
983,37,37,124,very low,2003-09-07
984,23,64,475,high,2002-02-28
985,26,62,0,low,2003-03-08
986,22,60,256,low,2003-02-05
987,26,64,70,low,2002-04-29
988,22,50,0,low,2003-10-13
989,23,74,104,low,2002-04-26
990,24,71,347,low,2002-01-20
991,34,51,414,medium,2003-11-06
992,36,49,357,low,2003-10-08
993,28,74,187,low,2003-02-10
994,27,38,124,low,2002-11-20
995,39,61,216,low,2002-08-17
996,37,35,112,very low,2002-12-17
997,34,70,428,medium,2002-05-23
998,36,73,319,low,2003-06-01
999,27,56,0,low,2002-08-02
1000,22,44,312,low,2003-02-13
1001,40,41,0,very low,2002-11-13
1002,22,62,114,low,2003-02-14
1003,37,74,314,low,2002-05-05
1004,31,44,581,high,2002-03-02
1005,21,51,453,high,2002-09-22
1006,23,59,241,low,2002-03-10
1007,38,58,257,low,2002-09-09
1008,21,69,234,low,2003-05-30
1009,35,61,0,very low,2002-12-19
1010,28,71,416,high,2002-12-03
1011,34,57,23,very low,2002-09-25
1012,21,73,106,low,2003-11-29
1013,27,70,534,high,2003-07-23
1014,33,52,445,medium,2002-12-19
1015,27,69,578,high,2002-11-13
1016,29,71,597,high,2002-01-27
1017,27,38,405,high,2002-02-24
1018,36,58,209,low,2002-11-12
1019,40,61,430,medium,2003-02-07
1020,30,67,409,medium,2003-06-07
1021,26,53,82,low,2002-04-17
1022,31,58,142,low,2002-04-19
1023,32,69,108,very low,2003-07-21
1024,20,55,381,low,2003-03-26
1025,32,58,19,very low,2003-11-06
1026,28,43,244,low,2003-08-13
1027,36,67,0,very low,2002-03-29
1028,40,44,53,very low,2003-02-26
1029,35,49,0,very low,2003-12-04
1030,29,52,350,very high,2003-03-06
1031,29,39,13,low,2003-08-17
1032,27,59,310,low,2003-08-09
1033,38,54,559,high,2003-04-05
1034,29,50,305,very high,2002-11-29
1035,36,49,77,very low,2002-04-07
1036,40,60,111,very low,2003-09-26
1037,20,69,23,low,2002-11-30
1038,40,72,552,high,2002-04-17
1039,20,54,68,low,2003-11-30
1040,38,36,359,low,2002-04-12
1041,27,38,140,low,2002-03-05
1042,22,37,184,low,2003-03-09
1043,24,41,47,low,2002-09-17
1044,38,38,0,very low,2003-06-23
1045,39,69,356,low,2003-10-30
1046,30,54,0,low,2003-10-19
1047,40,68,0,very low,2002-06-29
1048,31,67,143,low,2002-09-25
1049,28,75,130,low,2003-04-28
1050,36,53,509,high,2003-09-15
1051,30,68,161,low,2002-12-26
1052,38,49,0,very low,2003-03-29
1053,26,56,360,low,2002-01-29
1054,23,74,88,low,2002-06-30
1055,33,46,452,medium,2002-08-12
1056,24,61,77,low,2002-01-31
1057,27,62,384,low,2002-08-17
1058,20,59,462,high,2002-01-03
1059,25,59,586,high,2002-11-22
1060,40,60,411,medium,2003-02-15
1061,37,56,457,medium,2002-05-04
1062,21,35,371,low,2002-09-01
1063,22,55,372,low,2003-11-14
1064,30,42,52,low,2002-04-11
1065,40,67,178,very low,2003-11-15
1066,24,59,322,low,2003-05-12
1067,33,73,502,high,2003-02-20
1068,37,68,38,very low,2002-09-22
1069,37,71,456,medium,2003-07-15
1070,26,73,197,low,2002-05-19
1071,40,55,77,very low,2002-06-15
1072,27,64,106,low,2003-09-03
1073,39,54,514,high,2002-05-05
1074,38,57,489,medium,2003-02-08
1075,33,42,264,low,2002-03-09
1076,27,58,182,low,2002-11-12
1077,22,42,60,low,2002-07-27
1078,33,51,282,low,2003-07-29
1079,31,41,493,medium,2002-07-29
1080,23,65,0,low,2003-05-05
1081,38,49,0,very low,2003-05-18
1082,24,68,0,low,2003-11-28
1083,38,60,137,very low,2002-01-15
1084,37,60,235,low,2002-01-11
1085,30,68,457,medium,2003-01-04
1086,21,69,379,low,2003-04-07
1087,39,64,0,very low,2002-11-10
1088,35,58,192,very low,2002-09-09
1089,36,44,360,low,2002-04-21
1090,39,46,185,very low,2003-04-12
1091,22,65,372,low,2002-02-18
1092,27,48,512,high,2002-11-10
1093,33,55,496,medium,2002-12-28
1094,23,61,589,very high,2002-04-08
1095,26,61,172,low,2003-07-16
1096,26,45,241,low,2002-06-02
1097,32,66,599,high,2003-03-04
1098,21,53,256,low,2003-02-21
1099,31,61,12,low,2002-05-01
1100,22,35,502,very high,2002-01-28
1101,35,49,83,very low,2003-02-12
1102,31,72,375,very high,2002-02-18
1103,38,36,0,very low,2003-09-08
1104,21,43,400,low,2002-10-03
1105,31,35,572,high,2003-02-12
1106,22,43,507,very high,2003-11-25
1107,38,36,405,medium,2003-04-17
1108,33,64,141,very low,2002-12-17
1109,29,37,423,medium,2003-01-15
1110,29,46,264,low,2003-02-14
1111,23,37,102,low,2002-04-02
1112,37,73,0,very low,2002-09-27
1113,33,66,448,medium,2003-01-01
1114,21,74,462,high,2002-10-31
1115,29,66,420,medium,2002-08-31
1116,25,56,189,low,2003-06-04
1117,21,54,189,low,2002-07-15
1118,20,60,204,low,2003-10-24
1119,26,45,8,low,2003-01-19
1120,35,58,37,very low,2002-03-15
1121,40,54,301,low,2002-07-13
1122,40,49,139,very low,2002-11-03
1123,33,50,328,low,2003-08-25
1124,38,68,0,very low,2002-10-16
1125,21,50,477,high,2002-04-30
1126,20,69,290,low,2002-08-30
1127,33,57,539,high,2003-04-12
1128,39,36,358,low,2003-09-05
1129,31,53,73,low,2003-07-24
1130,36,37,178,very low,2002-02-15
1131,28,75,419,high,2002-01-03
1132,23,50,268,low,2002-01-05
1133,30,50,362,very high,2002-09-24
1134,25,71,558,high,2002-05-15
1135,20,52,189,low,2002-10-15
1136,40,67,10,very low,2003-04-15
1137,29,46,0,low,2003-11-16
1138,22,52,584,very high,2003-05-31
1139,38,58,0,very low,2003-12-03
1140,34,62,11,very low,2002-01-02
1141,36,74,483,medium,2003-01-31
1142,40,71,379,low,2002-07-08
1143,25,57,486,high,2003-04-27
1144,27,64,336,low,2003-01-12
1145,32,69,270,low,2002-10-19
1146,39,39,62,very low,2002-05-19
1147,25,61,422,high,2002-12-27
1148,38,59,365,low,2002-09-15
1149,25,64,0,low,2002-03-13
1150,32,65,405,medium,2003-05-22
1151,21,71,150,low,2003-01-12
1152,35,44,381,low,2003-10-03
1153,25,68,133,low,2002-12-25
1154,32,43,538,high,2003-07-26
1155,27,38,485,high,2002-09-12
1156,40,71,558,high,2002-09-02
1157,21,50,195,low,2003-03-06
1158,30,72,417,medium,2002-03-14
1159,37,54,58,very low,2002-06-25
1160,21,39,582,very high,2003-04-01
1161,28,73,236,low,2002-09-16
1162,39,70,0,very low,2002-11-16
1163,27,71,251,low,2002-06-29
1164,33,61,534,high,2003-11-24
1165,33,55,324,low,2003-06-12
1166,37,60,269,low,2003-06-10
1167,32,62,156,very low,2002-05-29
1168,39,40,352,low,2002-06-22
1169,40,49,212,low,2003-06-21
1170,24,40,368,low,2003-04-15
1171,36,59,591,high,2003-10-07
1172,31,46,235,low,2003-06-17
1173,26,38,159,low,2002-02-26
1174,28,49,207,low,2002-05-13
1175,35,64,290,low,2002-09-16
1176,38,74,585,high,2002-09-11
1177,21,46,176,low,2003-05-23
1178,39,47,0,very low,2003-02-20
1179,29,49,258,low,2003-09-13
1180,23,56,38,low,2003-08-14
1181,21,55,115,low,2002-08-27
1182,25,37,141,low,2003-10-07
1183,29,67,599,high,2002-01-06
1184,33,68,227,low,2003-01-15
1185,21,54,549,very high,2003-01-05
1186,27,37,7,low,2003-05-04
1187,21,39,480,high,2003-10-30
1188,40,71,376,low,2003-11-13
1189,32,52,86,very low,2002-11-04
1190,37,72,253,low,2003-03-24
1191,40,49,250,low,2003-05-27
1192,35,41,46,very low,2003-06-29
1193,27,60,268,low,2003-07-16
1194,25,63,378,low,2002-12-27
1195,26,73,398,low,2002-10-01
1196,26,41,296,low,2002-10-08
1197,28,43,468,high,2003-04-15
1198,32,64,52,very low,2002-03-08
1199,26,63,421,high,2003-11-16
1200,28,48,562,high,2002-05-19
1201,21,44,240,low,2002-08-31
1202,37,61,78,very low,2002-09-16
1203,35,51,427,medium,2003-09-12
1204,36,58,561,high,2002-06-14
1205,37,40,113,very low,2003-09-08
1206,35,69,548,high,2002-10-04
1207,21,72,75,low,2003-12-05
1208,34,74,72,very low,2003-01-15
1209,26,41,120,low,2002-09-01
1210,26,49,457,high,2003-05-04
1211,26,68,257,low,2002-07-17
1212,38,42,515,high,2003-09-13
1213,34,75,339,low,2003-03-20
1214,37,74,359,low,2003-11-25
1215,36,65,135,very low,2002-01-30
1216,25,46,326,low,2003-01-12
1217,37,54,146,very low,2002-05-17
1218,20,41,244,low,2003-07-25
1219,27,69,122,low,2002-10-04
1220,37,45,409,medium,2002-05-21
1221,28,60,42,low,2003-12-07
1222,28,62,282,low,2002-05-26
1223,34,41,134,very low,2002-12-19
1224,22,72,253,low,2002-07-22
1225,24,60,326,low,2003-01-28
1226,22,40,133,low,2002-04-06
1227,21,38,145,low,2002-11-20
1228,31,68,20,low,2003-08-01
1229,21,67,540,very high,2002-08-22
1230,21,37,281,low,2003-06-21
1231,32,44,119,very low,2002-06-07
1232,23,42,24,low,2002-04-22
1233,28,38,516,high,2002-05-14
1234,28,39,0,low,2002-12-15
1235,37,58,54,very low,2003-06-27
1236,21,64,466,high,2002-01-11
1237,33,60,0,very low,2003-04-21
1238,29,62,164,low,2002-11-12
1239,29,39,358,very high,2003-05-17
1240,37,67,32,very low,2002-09-02
1241,26,46,532,high,2002-04-22
1242,40,43,4,very low,2003-10-20
1243,28,37,254,low,2002-02-25
1244,36,55,192,very low,2002-02-05
1245,22,50,312,low,2002-12-20
1246,21,41,359,low,2002-01-07
1247,37,71,122,very low,2003-10-21
1248,28,57,215,low,2002-04-27
1249,36,57,240,low,2002-02-13
1250,22,65,404,high,2002-07-21
1251,20,59,138,low,2002-11-05
1252,40,37,327,low,2003-01-16
1253,34,40,261,low,2003-02-06
1254,29,66,351,very high,2002-12-02
1255,24,40,208,low,2003-05-10
1256,22,36,285,low,2002-03-31
1257,37,53,25,very low,2003-04-19
1258,29,43,424,medium,2003-08-05
1259,39,69,587,high,2002-02-05
1260,39,71,539,high,2002-05-11
1261,31,44,536,high,2002-05-13
1262,26,54,16,low,2003-12-02
1263,27,57,423,high,2003-04-01
1264,23,48,390,low,2002-11-10
1265,29,65,574,high,2003-01-03
1266,30,48,0,low,2002-10-18
1267,40,47,84,very low,2002-12-23
1268,35,47,258,low,2002-08-07
1269,24,61,344,low,2002-07-04
1270,23,67,443,high,2002-12-07
1271,20,37,595,very high,2002-06-30
1272,33,73,34,very low,2003-04-01
1273,30,56,225,low,2003-09-19
1274,32,36,78,very low,2003-06-25
1275,29,75,529,high,2002-07-04
1276,28,64,454,high,2002-11-18
1277,21,56,150,low,2002-07-03
1278,31,62,377,very high,2003-03-06
1279,21,53,323,low,2003-06-04
1280,37,40,323,low,2002-02-11
1281,35,36,390,low,2002-03-06
1282,24,63,223,low,2003-06-29
1283,31,56,121,low,2002-08-05
1284,28,36,0,low,2002-06-25
1285,40,70,145,very low,2003-06-17
1286,31,53,24,low,2002-09-05
1287,38,50,172,very low,2003-11-01
1288,34,67,234,low,2003-11-15
1289,31,38,131,low,2003-08-08
1290,29,40,170,low,2003-03-18
1291,40,50,378,low,2003-09-09
1292,22,56,277,low,2003-09-01
1293,35,43,278,low,2003-05-05
1294,24,71,500,very high,2003-08-20
1295,31,37,176,low,2003-10-01
1296,27,41,116,low,2002-07-02
1297,40,74,204,low,2002-10-11
1298,21,63,541,very high,2002-04-20
1299,25,38,261,low,2003-10-22
1300,38,64,196,very low,2003-02-18
1301,36,74,0,very low,2002-03-17
1302,25,74,178,low,2003-09-13
1303,35,71,206,low,2003-01-27
1304,27,36,481,high,2002-10-01
1305,32,69,96,very low,2003-11-13
1306,33,71,289,low,2002-02-10
1307,34,59,266,low,2003-03-11
1308,29,44,297,low,2003-09-11
1309,38,56,588,high,2002-06-30
1310,21,62,548,very high,2002-08-16
1311,31,59,314,very high,2002-10-29
1312,37,40,533,high,2003-04-04
1313,30,56,41,low,2002-09-27
1314,22,36,460,high,2002-09-13
1315,24,64,0,low,2003-02-18
1316,28,55,511,high,2002-12-03
1317,38,67,36,very low,2003-01-01
1318,21,36,78,low,2003-06-10
1319,25,38,9,low,2002-10-23
1320,20,39,134,low,2003-01-08
1321,39,46,262,low,2002-06-07
1322,29,50,348,very high,2003-11-04
1323,21,66,462,high,2002-12-04
1324,20,58,399,low,2002-07-06
1325,30,68,305,very high,2003-08-13
1326,34,61,24,very low,2002-08-20
1327,30,49,452,medium,2002-07-25
1328,25,66,70,low,2002-02-07
1329,22,53,127,low,2003-05-27
1330,27,43,0,low,2002-11-12
1331,24,55,160,low,2002-01-28
1332,30,66,27,low,2002-06-14
1333,33,58,177,very low,2003-04-04
1334,32,62,86,very low,2003-02-15
1335,35,41,595,high,2003-01-07
1336,40,35,133,very low,2002-11-25
1337,36,55,168,very low,2002-07-26
1338,21,39,117,low,2003-07-16
1339,32,58,485,medium,2002-01-09
1340,28,60,0,low,2003-01-25
1341,32,54,486,medium,2002-05-19
1342,28,49,142,low,2003-05-01
1343,27,54,427,high,2003-07-14
1344,36,44,382,low,2003-08-05
1345,23,65,90,low,2003-03-05
1346,22,62,63,low,2003-09-06
1347,25,45,0,low,2002-09-26
1348,35,60,190,very low,2003-11-29
1349,20,68,0,low,2003-09-08
1350,27,50,385,low,2002-08-26
1351,32,66,141,very low,2002-01-22
1352,28,72,132,low,2003-07-15
1353,29,43,144,low,2002-07-28
1354,24,53,554,very high,2003-02-22
1355,33,49,594,high,2003-08-17
1356,32,75,333,low,2003-03-28
1357,36,72,216,low,2003-09-09
1358,20,43,133,low,2002-05-07
1359,31,49,130,low,2003-08-20
1360,40,63,316,low,2003-03-27
1361,21,38,0,low,2003-07-16
1362,25,35,444,high,2002-04-27
1363,27,60,167,low,2002-04-28
1364,40,41,335,low,2003-02-23
1365,35,55,402,medium,2002-10-17
1366,20,51,240,low,2003-01-30
1367,21,54,215,low,2002-11-02
1368,38,37,18,very low,2002-07-27
1369,27,61,463,high,2002-11-29
1370,22,65,65,low,2003-03-14
1371,22,68,322,low,2003-08-22
1372,24,40,525,very high,2002-08-23
1373,39,68,0,very low,2003-08-11
1374,31,73,315,very high,2003-05-22
1375,30,71,577,high,2002-02-09
1376,35,72,258,low,2002-04-10
1377,22,65,463,high,2003-04-14
1378,25,56,449,high,2002-03-23
1379,21,37,273,low,2002-10-14
1380,28,67,565,high,2002-05-27
1381,22,48,274,low,2002-10-13
1382,34,35,364,low,2003-08-15
1383,28,35,489,high,2002-04-17
1384,28,52,368,low,2003-12-07
1385,30,66,525,high,2002-04-07
1386,26,65,242,low,2003-02-23
1387,30,51,0,low,2002-11-14
1388,25,72,398,low,2003-04-10
1389,31,61,14,low,2002-10-03
1390,35,74,125,very low,2002-11-26
1391,34,35,206,low,2003-11-06
1392,29,65,272,low,2002-12-04
1393,35,64,0,very low,2002-03-24
1394,24,60,350,low,2003-11-12
1395,24,44,594,very high,2002-11-23
1396,26,70,257,low,2002-02-15
1397,35,50,0,very low,2002-02-08
1398,33,35,269,low,2003-02-11
1399,32,36,107,very low,2003-06-09
1400,40,52,472,medium,2003-02-13
1401,30,54,59,low,2002-01-24
1402,27,48,263,low,2002-10-07
1403,40,45,522,high,2002-10-14
1404,33,48,574,high,2002-07-27
1405,33,67,535,high,2003-04-22
1406,29,45,135,low,2002-03-04
1407,27,75,179,low,2002-09-06
1408,36,67,317,low,2002-04-15
1409,30,35,263,low,2003-11-12
1410,31,51,552,high,2002-10-03
1411,26,73,60,low,2002-04-06
1412,23,70,114,low,2002-10-20
1413,34,40,98,very low,2002-03-11
1414,35,39,145,very low,2002-05-03
1415,26,54,97,low,2003-05-02
1416,37,59,207,low,2002-09-26
1417,23,62,459,high,2002-05-03
1418,32,63,179,very low,2003-06-13
1419,36,56,0,very low,2003-08-22
1420,24,43,169,low,2003-09-11
1421,30,62,84,low,2003-12-08
1422,32,53,42,very low,2003-07-08
1423,32,57,387,low,2003-06-17
1424,28,72,399,low,2002-05-28
1425,37,67,0,very low,2003-10-24
1426,40,44,377,low,2002-11-08
1427,40,35,69,very low,2003-07-31
1428,36,35,46,very low,2002-12-31
1429,34,59,533,high,2002-11-11
1430,20,71,498,high,2003-06-25
1431,25,56,100,low,2002-06-09
1432,25,45,91,low,2003-11-10
1433,37,68,159,very low,2002-12-17
1434,40,45,211,low,2003-04-15
1435,25,36,265,low,2002-11-17
1436,27,66,0,low,2003-08-20
1437,25,70,30,low,2003-07-28
1438,26,75,106,low,2003-01-06
1439,33,45,425,medium,2003-05-02
1440,39,51,414,medium,2002-07-27
1441,39,75,164,very low,2003-01-09
1442,28,75,293,low,2003-01-07
1443,39,40,515,high,2003-09-18
1444,36,73,341,low,2002-01-12
1445,32,72,104,very low,2002-09-26
1446,26,66,163,low,2002-02-11
1447,27,38,526,high,2002-10-21
1448,26,56,110,low,2002-03-24
1449,28,44,281,low,2002-03-28
1450,22,56,414,high,2002-11-08
1451,31,37,170,low,2003-03-15
1452,32,46,548,high,2002-04-26
1453,33,36,335,low,2002-06-02
1454,29,67,483,medium,2003-02-12
1455,28,46,552,high,2003-01-05
1456,25,65,0,low,2002-07-28
1457,36,69,37,very low,2003-02-01
1458,30,66,13,low,2002-04-26
1459,21,51,149,low,2002-11-29
1460,31,50,509,high,2002-11-21
1461,28,48,262,low,2003-06-28
1462,28,64,535,high,2002-06-27
1464,35,74,507,high,2004-03-17
1465,36,72,281,low,2004-12-01
1466,37,35,111,very low,2005-04-18
1467,21,41,203,low,2004-06-17
1468,34,74,405,medium,2004-03-26
1469,28,55,90,low,2004-04-27
1470,21,54,33,low,2005-04-27
1471,30,73,10,low,2004-10-22
1472,35,59,416,medium,2004-07-22
1473,29,53,278,low,2005-04-21
1474,30,40,253,low,2005-06-11
